"unitid","institution name","year","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women"
"475662","UCAS University of Cosmetology Arts & Sciences-La Joya","2022","0","0","0","100","0","0","0","0","0","0","100","0","0","0","100","0","0","0","0","0","0","100",,,,,,,,,,,
"475705","Annenberg School of Nursing","2022","0","10","10","48","0","29","0","0","5","10","76","0","10","10","48","0","29","0","0","5","10","76",,,,,,,,,,,
"475714","American Medical Academy","2022","0","0","2","90","0","6","1","1","0","0","15","0","0","2","90","0","6","1","1","0","0","15",,,,,,,,,,,
"475723","Tooele Technical College","2022","0","0","3","27","0","68","1","0","0","1","40","0","0","3","27","0","68","1","0","0","1","40",,,,,,,,,,,
"475732","Chamberlain University-Georgia","2022","1","5","63","9","0","18","2","2","0","5","91","1","5","63","9","0","18","2","2","0","5","91",,,,,,,,,,,
"475741","Chamberlain University-Indiana","2022","0","4","27","8","0","56","3","0","0","5","92","0","4","27","8","0","56","3","0","0","5","92",,,,,,,,,,,
"475750","Carrington College-Mesquite","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"475839","Sessions College for Professional Design","2022","0","1","19","8","1","47","8","16","0","2","50","0","1","19","8","1","47","8","16","0","2","50",,,,,,,,,,,
"476063","Tulsa Welding School-Jacksonville","2022","0","2","51","14","1","31","0","1","0","3","7","0","2","51","14","1","31","0","1","0","3","7",,,,,,,,,,,
"476179","Empire Beauty School-Virginia Beach","2022","1","1","71","4","0","12","5","8","0","1","94","1","1","71","4","0","12","5","8","0","1","94",,,,,,,,,,,
"476230","Ross Medical Education Center-Morgantown","2022","0","0","3","0","0","40","7","50","0","0","93","0","0","3","0","0","40","7","50","0","0","93",,,,,,,,,,,
"476294","Paul Mitchell the School-Ogden","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"476355","Miami Ad School-New York","2022","0","14","7","21","0","41","3","14","0","14","59","0","14","7","21","0","41","3","14","0","14","59",,,,,,,,,,,
"476489","Larry's Barber College","2022","73","0","24","3","0","0","0","0","0","0","24","73","0","24","3","0","0","0","0","0","0","24",,,,,,,,,,,
"476498","Futura Career Institute","2022","0","0","0","99","0","0","0","0","0","0","35","0","0","0","99","0","0","0","0","0","0","35",,,,,,,,,,,
"476513","Flair Beauty College","2022","5","2","2","43","2","43","2","0","0","5","98","5","2","2","43","2","43","2","0","0","5","98",,,,,,,,,,,
"476540","Vogue College of Cosmetology-San Antonio Fredericksburg","2022","0","1","13","63","0","12","10","0","1","1","98","0","1","13","63","0","12","10","0","1","1","98",,,,,,,,,,,
"476559","Vogue College of Cosmetology","2022","0","0","9","68","0","16","7","1","0","0","94","0","0","9","68","0","16","7","1","0","0","94",,,,,,,,,,,
"476568","Tomorrow's Image Barber And Beauty Academy of Virginia","2022","0","0","89","0","0","0","11","0","0","0","32","0","0","89","0","0","0","11","0","0","0","32",,,,,,,,,,,
"476595","Medical Allied Career Center","2022","0","15","8","75","0","2","0","0","0","15","83","0","15","8","75","0","2","0","0","0","15","83",,,,,,,,,,,
"476601","Bais HaMedrash and Mesivta of Baltimore","2022","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0",,,,,,,,,,,
"476610","Barber & Beauty Institute of New York","2022","0","0","57","18","4","18","4","0","0","4","39","0","0","57","18","4","18","4","0","0","4","39",,,,,,,,,,,
"476629","Salon Institute-Toledo Campus","2022","0","0","6","6","0","84","2","2","0","0","96","0","0","6","6","0","84","2","2","0","0","96",,,,,,,,,,,
"476683","Athena Career Academy","2022","0","0","80","2","0","14","2","2","0","0","95","0","0","80","2","0","14","2","2","0","0","95",,,,,,,,,,,
"476692","Yeshiva Gedolah Zichron Leyma","2022","0","0","0","0","0","93","0","0","8","0","0","0","0","0","0","0","93","0","0","8","0","0",,,,,,,,,,,
"476708","The Barber School","2022","1","4","9","32","3","36","9","5","1","7","26","1","4","9","32","3","36","9","5","1","7","26",,,,,,,,,,,
"476717","Be'er Yaakov Talmudic Seminary","2022","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0",,,,,,,,,,,
"476726","Rio Grande Valley College","2022","0","0","0","98","0","0","0","0","0","0","83","0","0","0","98","0","0","0","0","0","0","83",,,,,,,,,,,
"476735","Alexander Academy","2022","0","4","8","50","0","38","0","0","0","4","38","0","4","8","50","0","38","0","0","0","4","38",,,,,,,,,,,
"476753","Aveda Institute-Tucson","2022","1","0","3","54","0","26","14","1","0","0","97","1","0","3","54","0","26","14","1","0","0","97",,,,,,,,,,,
"476780","Diamond Beauty College","2022","0","74","0","25","0","0","0","1","0","74","93","0","74","0","25","0","0","0","1","0","74","93",,,,,,,,,,,
"476799","Unitek College","2022","0","32","4","18","1","2","2","40","0","34","82","0","32","4","18","1","2","2","40","0","34","82",,,,,,,,,,,
"476805","University Academy of Hair Design","2022","0","0","50","2","0","48","0","0","0","0","100","0","0","50","2","0","48","0","0","0","0","100",,,,,,,,,,,
"476814","Florida Institute of Recording Sound and Technology","2022","0","1","36","26","0","27","4","5","0","2","31","0","1","36","26","0","27","4","5","0","2","31",,,,,,,,,,,
"476841","Paul Mitchell the School-Reno","2022","0","3","1","40","1","51","1","2","0","4","90","0","3","1","40","1","51","1","2","0","4","90",,,,,,,,,,,
"476850","Boise Barber College","2022","1","2","5","48","2","32","9","1","0","5","30","1","2","5","48","2","32","9","1","0","5","30",,,,,,,,,,,
"476869","Austin Kade Academy","2022","0","0","1","20","0","72","6","0","0","0","95","0","0","1","20","0","72","6","0","0","0","95",,,,,,,,,,,
"476878","Aesthetic Science Institute","2022","0","0","30","3","0","67","0","0","0","0","98","0","0","30","3","0","67","0","0","0","0","98",,,,,,,,,,,
"476887","Elaine Sterling Institute","2022","0","1","81","9","0","6","2","0","1","1","99","0","1","81","9","0","6","2","0","1","1","99",,,,,,,,,,,
"476896","Wade Gordon Hairdressing Academy","2022","1","2","12","58","0","20","4","2","1","2","56","1","2","12","58","0","20","4","2","1","2","56",,,,,,,,,,,
"476902","Mitsu Sato Hair Academy","2022","1","2","39","11","0","34","8","5","0","2","98","1","2","39","11","0","34","8","5","0","2","98",,,,,,,,,,,
"476939","FVI School of Nursing and Technology","2022","0","0","30","63","0","6","0","0","0","0","91","0","0","30","63","0","6","0","0","0","0","91",,,,,,,,,,,
"476948","SAE Institute of Technology-Atlanta","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"476957","Academy di Firenze","2022","0","0","0","58","0","33","8","0","0","0","92","0","0","0","58","0","33","8","0","0","0","92",,,,,,,,,,,
"476966","SAE Institute of Technology-Miami","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"476975","Colorado State University Global","2022","0","5","8","16","0","58","2","10","1","5","56","1","4","8","17","0","57","2","10","1","4","54","0","6","9","13","0","60","2","9","2","6","61"
"476984","Paul Mitchell the School-Overland Park","2022","0","2","20","6","0","67","4","0","0","2","95","0","2","20","6","0","67","4","0","0","2","95",,,,,,,,,,,
"476993","Medspa Academies","2022","0","2","1","16","0","74","5","2","0","2","99","0","2","1","16","0","74","5","2","0","2","99",,,,,,,,,,,
"477002","Brighton Institute of Cosmetology","2022","0","0","4","0","0","91","0","4","0","0","94","0","0","4","0","0","91","0","4","0","0","94",,,,,,,,,,,
"477039","West Coast University-Dallas","2022","0","11","28","31","0","22","5","0","2","11","86","1","13","29","26","0","23","5","0","3","13","87","0","9","27","40","0","20","4","1","0","9","84"
"477233","Evangel University-James River Assembly of God Church","2022","1","1","0","3","0","84","4","7","0","1","58","1","1","0","3","0","84","4","7","0","1","58",,,,,,,,,,,
"478582","Empire Beauty School-Savannah","2022","0","1","59","6","0","11","3","21","0","1","96","0","1","59","6","0","11","3","21","0","1","96",,,,,,,,,,,
"478591","Ogle School Hair Skin Nails-Denton","2022","1","1","21","23","0","44","7","3","0","1","98","1","1","21","23","0","44","7","3","0","1","98",,,,,,,,,,,
"478616","Empire Beauty School-West Greensboro","2022","0","0","83","3","0","10","2","3","0","0","93","0","0","83","3","0","10","2","3","0","0","93",,,,,,,,,,,
"478917","Hays Academy of Hair Design","2022","3","1","1","9","0","73","8","4","0","1","96","3","1","1","9","0","73","8","4","0","1","96",,,,,,,,,,,
"478953","Bellus Academy","2022","2","1","9","13","0","67","7","0","0","1","97","2","1","9","13","0","67","7","0","0","1","97",,,,,,,,,,,
"479062","MotoRing Technical Training Institute","2022","0","4","10","27","0","57","3","1","0","4","5","0","4","10","27","0","57","3","1","0","4","5",,,,,,,,,,,
"479424","Unitek College","2022","0","23","6","23","2","2","1","43","0","25","86","0","23","6","23","2","2","1","43","0","25","86",,,,,,,,,,,
"479956","Pennsylvania State University-World Campus","2022","0","6","7","10","0","67","4","2","4","6","50","0","5","7","11","0","65","4","2","4","6","52","0","7","6","9","0","70","3","2","4","7","47"
"479965","Medical Career Institute","2022","0","0","15","13","0","60","1","11","0","0","89","0","0","15","13","0","60","1","11","0","0","89",,,,,,,,,,,
"479974","Advance Beauty Techs Academy","2022","2","1","11","76","2","7","0","0","0","3","64","2","1","11","76","2","7","0","0","0","3","64",,,,,,,,,,,
"479983","Elevate Salon Institute-Westminster","2022","0","5","4","43","0","40","6","3","0","5","87","0","5","4","43","0","40","6","3","0","5","87",,,,,,,,,,,
"479992","Brand College","2022","0","38","10","29","0","24","0","0","0","38","10","0","38","10","29","0","24","0","0","0","38","10",,,,,,,,,,,
"480000","Hinton Barber and Beauty College","2022","2","2","27","50","6","12","2","0","0","8","37","2","2","27","50","6","12","2","0","0","8","37",,,,,,,,,,,
"480019","Advanced Career Institute","2022","0","3","15","61","1","17","0","2","0","4","15","0","3","15","61","1","17","0","2","0","4","15",,,,,,,,,,,
"480028","Digital Film Academy","2022","1","6","28","26","0","25","4","0","10","6","22","1","6","28","26","0","25","4","0","10","6","22",,,,,,,,,,,
"480037","MyComputerCareer at Raleigh","2022","1","2","51","16","1","25","4","1","0","3","25","1","2","51","16","1","25","4","1","0","3","25",,,,,,,,,,,
"480073","South University-Austin","2022","0","4","31","31","1","24","3","2","4","5","83","0","3","31","32","1","24","3","2","4","4","83","0","8","42","8","8","17","0","0","17","17","83"
"480091","Bryant & Stratton College-Online","2022","1","1","41","8","0","43","5","1","0","1","87","1","1","41","8","0","43","5","1","0","1","87",,,,,,,,,,,
"480125","Ogle School Hair Skin Nails-San Antonio","2022","0","1","13","66","0","14","4","1","0","2","97","0","1","13","66","0","14","4","1","0","2","97",,,,,,,,,,,
"480161","Ideal Beauty Academy","2022","0","0","50","8","0","42","0","0","0","0","92","0","0","50","8","0","42","0","0","0","0","92",,,,,,,,,,,
"480198","Warner Pacific University Professional and Graduate Studies","2022","3","7","20","17","2","44","4","3","0","9","66","3","6","20","17","2","44","3","4","0","9","68","5","8","18","16","2","44","6","2","0","10","63"
"480204","Platt College-Riverside","2022","1","2","6","69","0","15","6","2","0","2","83","1","2","6","69","0","15","6","2","0","2","83",,,,,,,,,,,
"480310","Empire Beauty School-Glen Burnie","2022","0","2","69","10","1","16","0","1","0","4","100","0","2","69","10","1","16","0","1","0","4","100",,,,,,,,,,,
"480347","International School of Cosmetology","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480471","UEI College-Stockton","2022","0","1","4","20","0","4","1","68","0","2","43","0","1","4","20","0","4","1","68","0","2","43",,,,,,,,,,,
"480523","Ross Medical Education Center-Dayton","2022","1","0","26","0","0","10","1","62","0","0","94","1","0","26","0","0","10","1","62","0","0","94",,,,,,,,,,,
"480532","Ross Medical Education Center-Ontario","2022","0","0","11","3","0","32","3","51","0","0","97","0","0","11","3","0","32","3","51","0","0","97",,,,,,,,,,,
"480550","Ross Medical Education Center-Bowling Green","2022","0","3","10","10","0","45","0","32","0","3","100","0","3","10","10","0","45","0","32","0","3","100",,,,,,,,,,,
"480569","Florida Institute of Technology-Online","2022","0","5","18","17","0","47","2","7","3","5","58","0","3","19","19","0","48","2","7","2","3","63","0","8","18","14","0","45","3","9","4","8","50"
"480657","Rasmussen University-Kansas","2022","1","3","23","12","0","46","4","10","0","3","88","1","3","24","11","0","45","4","10","0","3","88","0","5","0","18","0","73","0","5","0","5","86"
"480693","Columbia Institute","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480727","School of Missionary Aviation Technology","2022","0","0","0","0","0","97","0","0","3","0","28","0","0","0","0","0","97","0","0","3","0","28",,,,,,,,,,,
"480781","California Miramar University","2022","1","5","12","15","0","12","6","4","45","5","29","3","9","22","31","0","17","9","8","0","9","19","0","1","3","1","0","8","3","0","84","1","38"
"480790","Rocky Vista University","2022","0","0","2","0","0","70","18","10","0","0","51",,,,,,,,,,,,"0","0","2","0","0","70","18","10","0","0","51"
"480824","The College of Health Care Professions-Dallas","2022","1","2","33","48","0","7","5","4","0","3","90","1","2","33","48","0","7","5","4","0","3","90",,,,,,,,,,,
"480833","The College of Health Care Professions-Fort Worth","2022","1","2","6","31","0","9","1","50","0","2","89","1","2","6","31","0","9","1","50","0","2","89",,,,,,,,,,,
"480842","Shear Finesse Beauty Academy","2022","0","6","79","9","0","3","3","0","0","6","50","0","6","79","9","0","3","3","0","0","6","50",,,,,,,,,,,
"480851","Miami Media School","2022","0","0","39","48","0","13","0","0","0","0","58","0","0","39","48","0","13","0","0","0","0","58",,,,,,,,,,,
"480879","Academy of Salon Professionals","2022","0","0","8","8","0","85","0","0","0","0","90","0","0","8","8","0","85","0","0","0","0","90",,,,,,,,,,,
"480888","CyberTex Institute of Technology","2022","0","3","32","30","0","36","0","0","0","3","56","0","3","32","30","0","36","0","0","0","3","56",,,,,,,,,,,
"480903","New England Tractor Trailer Training School of CT-Bridgeport","2022","0","1","56","34","0","8","1","0","0","1","12","0","1","56","34","0","8","1","0","0","1","12",,,,,,,,,,,
"480912","Gemini School of Visual Arts & Communication","2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480921","Designer Barber & Stylist School","2022","2","3","28","28","2","28","7","0","0","6","17","2","3","28","28","2","28","7","0","0","6","17",,,,,,,,,,,
"480930","Paul Mitchell the School-Woodbridge","2022","0","0","32","16","0","51","0","0","0","0","100","0","0","32","16","0","51","0","0","0","0","100",,,,,,,,,,,
"480967","College of the Muscogee Nation","2022","72","0","0","5","0","3","17","1","0","0","67","72","0","0","5","0","3","17","1","0","0","67",,,,,,,,,,,
"480976","The Salon Professional Academy-Huntsville","2022","0","2","14","2","0","83","0","0","0","2","90","0","2","14","2","0","83","0","0","0","2","90",,,,,,,,,,,
"480985","Midwives College of Utah","2022","2","1","15","8","0","63","4","7","0","1","100","2","1","15","8","0","63","4","7","0","1","100","0","0","0","0","0","100","0","0","0","0","100"
"480994","Aspen Beauty Academy of Laurel","2022","0","3","71","7","0","10","5","2","3","3","97","0","3","71","7","0","10","5","2","3","3","97",,,,,,,,,,,
"481003","M T Training Center","2022","0","2","47","31","0","18","3","0","0","2","17","0","2","47","31","0","18","3","0","0","2","17",,,,,,,,,,,
"481021","Berks Career & Technology Center","2022","0","0","2","21","0","76","0","0","0","0","24","0","0","2","21","0","76","0","0","0","0","24",,,,,,,,,,,
"481030","Future Generations University","2022","0","0","14","2","0","29","2","0","52","0","43",,,,,,,,,,,,"0","0","14","2","0","29","2","0","52","0","43"
"481049","Carthage R9 School District-Carthage Technical Center","2022","0","6","0","11","0","83","0","0","0","6","78","0","6","0","11","0","83","0","0","0","6","78",,,,,,,,,,,
"481058","Grace Mission University","2022","0","91","0","9","0","0","0","0","0","91","52","0","81","0","19","0","0","0","0","0","81","58","0","95","0","5","0","0","0","0","0","95","49"
"481085","Verve College","2022","0","6","79","10","0","4","0","0","0","6","92","0","6","79","10","0","4","0","0","0","6","92",,,,,,,,,,,
"481094","Sotheby's Institute of Art-NY","2022","0","49","2","7","0","25","0","19","0","49","87",,,,,,,,,,,,"0","49","2","7","0","25","0","19","0","49","87"
"481100","Top Nails & Hair Beauty School","2022","0","72","3","18","0","8","0","0","0","72","81","0","72","3","18","0","8","0","0","0","72","81",,,,,,,,,,,
"481128","Santa Ana Beauty College","2022","0","39","0","59","0","2","0","0","0","39","87","0","39","0","59","0","2","0","0","0","39","87",,,,,,,,,,,
"481137","Shepherds College","2022","0","7","2","6","0","78","6","1","0","7","52","0","7","2","6","0","78","6","1","0","7","52",,,,,,,,,,,
"481146","Woodruff Medical and Wellness Training","2022","0","4","67","15","0","5","1","8","0","4","87","0","4","67","15","0","5","1","8","0","4","87",,,,,,,,,,,
"481155","Helms College","2022","0","1","65","4","0","29","1","0","0","1","61","0","1","65","4","0","29","1","0","0","1","61",,,,,,,,,,,
"481182","Ukiah Adult School","2022","9","0","3","34","0","50","3","0","0","0","84","9","0","3","34","0","50","3","0","0","0","84",,,,,,,,,,,
"481191","Riverside County Office of Education-School of Career Education","2022","1","2","10","76","0","5","2","3","0","3","85","1","2","10","76","0","5","2","3","0","3","85",,,,,,,,,,,
"481207","Institute of Health Sciences","2022","2","5","41","0","2","51","0","0","0","6","86","2","5","41","0","2","51","0","0","0","6","86",,,,,,,,,,,
"481225","Mid-South Christian College","2022","0","0","6","29","0","24","0","0","41","0","41","0","0","6","29","0","24","0","0","41","0","41",,,,,,,,,,,
"481243","New York Institute of Beauty","2022","0","1","6","31","0","53","3","5","1","1","100","0","1","6","31","0","53","3","5","1","1","100",,,,,,,,,,,
"481252","Ultrasound Medical Institute","2022","0","2","83","8","0","6","0","2","0","2","88","0","2","83","8","0","6","0","2","0","2","88",,,,,,,,,,,
